Strain name,Amikacin,Tobramycin,Gentamicin,Imipenem,Meropenem,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/ tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/ sulfamethoxazole,Ampicillin/ sulbactam,Colistin,Polymyxin B,Tetracycline,Minocycline,Piperacillin
Acinetobacterbaumanniistrainmrsn7343,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7346,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7348,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7351,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7352,Intermediate,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7353,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7356,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7360,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7362,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7364,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7367,Intermediate,Intermediate,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7368,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7376,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7381,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7382,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7383,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7385,Intermediate,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7393,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7397,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7398,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7401,Susceptible,Susceptible,Intermediate,Resistant,Resistant,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7406,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7410,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7412,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7415,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7417,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Intermediate,Resistant,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7420,Intermediate,Intermediate,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7424,Intermediate,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7431,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Intermediate,Resistant,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn7435,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7436,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7437,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7440,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7454,Susceptible,Intermediate,Intermediate,Resistant,Resistant,NA,Intermediate,Intermediate,NA,NA,Intermediate,Resistant,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7456,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7458,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7460,Susceptible,Susceptible,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn7463,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7465,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7470,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7471,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7472,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7477,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7478,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7479,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7482,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7483,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7484,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7486,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7487,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7488,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7489,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7491,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7492,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7495,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7497,Susceptible,Susceptible,Intermediate,Resistant,Resistant,NA,Intermediate,Resistant,NA,NA,Intermediate,Intermediate,Resistant,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7499,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7500,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7503,Susceptible,Susceptible,Susceptible,Intermediate,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7504,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7505,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7506,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7508,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7509,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7510,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7511,Susceptible,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7512,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7515,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7517,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7518,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7520,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7521,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn7524,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7525,Intermediate,Intermediate,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7526,Intermediate,Intermediate,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7531,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7532,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7535,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7539,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7543,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7544,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7545,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7547,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7548,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7549,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7550,Intermediate,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7551,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7555,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7557,Intermediate,Intermediate,Resistant,Resistant,Resistant,NA,Intermediate,Intermediate,Intermediate,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7558,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7563,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7564,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7565,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7566,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7567,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7568,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7569,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7571,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7577,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7578,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Resistant,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7579,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7580,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7582,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Resistant,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7585,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7586,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7588,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7590,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7591,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7593,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7594,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
